category	identity	source	target	compact_policy
Equip	Casual_Feet_12	Black Dress Shoes	黑色正装鞋	english-on-hold
Equip	Casual_Feet_12	Dress Shoes	黑色正装鞋	english-on-hold
Equip	Casual_Feet_13	Dress Shoes	黑色正装鞋	english-on-hold
Equip	Casual_Feet_13	Tan Dress Shoes	棕褐色礼服鞋	english-on-hold
Equip	Casual_Feet_14	Amber Dress Shoes	琥珀正装鞋	english-on-hold
Equip	Casual_Feet_14	Dress Shoes	黑色正装鞋	english-on-hold
Equip	Casual_Feet_15	Brown Dress Shoes	棕色正装鞋	english-on-hold
Equip	Casual_Feet_15	Dress Shoes	黑色正装鞋	english-on-hold
Equip	Casual_Feet_16	Tuxedo Shoes	燕尾服鞋	english-on-hold
Equip	Casual_Feet_17	Violet Boots	紫罗兰长靴	english-on-hold
Equip	Casual_Feet_18	Black Boots	黑色长靴	english-on-hold
Equip	Casual_Feet_19	Black Sneakers	黑色运动鞋	english-on-hold
Equip	Casual_Feet_2	Green Sneakers	绿色运动鞋	english-on-hold
Equip	Casual_Feet_20	Firefighter Shoes	消防员鞋	english-on-hold
Equip	Casual_Feet_20	Fireman Shoes	消防员鞋	english-on-hold
Equip	Casual_Feet_21	Grey High-Tops	灰色高帮鞋	english-on-hold
Equip	Casual_Feet_21	Grey Hightops	灰色高帮鞋	english-on-hold
Equip	Casual_Feet_22	Hiking Boots	登山靴	english-on-hold
Equip	Casual_Feet_23	Forest Boots	森林长靴	english-on-hold
Equip	Casual_Feet_24	Heavy Duty Shoes	重型靴子	english-on-hold
Equip	Casual_Feet_24	Heavy-Duty Boots	重型靴子	english-on-hold
Equip	Casual_Feet_25	Royal Shoes	皇家鞋	english-on-hold
Equip	Casual_Feet_27	Bandit Shoes	盗匪鞋	english-on-hold
Equip	Casual_Feet_28	Dress Boots	正装靴	english-on-hold
Equip	Casual_Feet_29	Brown Pointed Boots	棕色尖头靴子	english-on-hold
Equip	Casual_Feet_29	Pointed Boots	棕色尖头靴子	english-on-hold
Equip	Casual_Feet_3	Yellow Sneakers	黄色运动鞋	english-on-hold
Equip	Casual_Feet_30	Dark Pointed Boots	深色尖头靴子	english-on-hold
Equip	Casual_Feet_30	Pointed Boots	棕色尖头靴子	english-on-hold
Equip	Casual_Feet_32	Brown Witch Shoes	棕色女巫鞋	english-on-hold
Equip	Casual_Feet_32	Witch Shoes	棕色女巫鞋	english-on-hold
Equip	Casual_Feet_33	Violet Witch Shoes	紫罗兰女巫鞋	english-on-hold
Equip	Casual_Feet_33	Witch Shoes	棕色女巫鞋	english-on-hold
Equip	Casual_Feet_34	Elf Shoes	精灵鞋	english-on-hold
Equip	Casual_Feet_35	Bunny Shoes	兔子鞋	english-on-hold
Equip	Casual_Feet_36	Dino Shoes	恐龙鞋	english-on-hold
Equip	Casual_Feet_37	Bear Shoes	熊鞋	english-on-hold
Equip	Casual_Feet_38	Neko Shoes	猫咪鞋	english-on-hold
Equip	Casual_Feet_39	Festive Slippers	节日拖鞋	english-on-hold
Equip	Casual_Feet_4	Orange Sneakers	橙色运动鞋	english-on-hold
Equip	Casual_Feet_40	Diver Shoes	潜水鞋	english-on-hold
Equip	Casual_Feet_41	Red Runners	红色跑鞋	english-on-hold
Equip	Casual_Feet_42	Blue Sneakers	蓝色运动鞋	english-on-hold
Equip	Casual_Feet_43	Football Shoes	足球鞋	english-on-hold
Equip	Casual_Feet_48	Strapped Boots	系带靴子	english-on-hold
Equip	Casual_Feet_5	White Runners	白色跑鞋	english-on-hold
Equip	Casual_Feet_50	Monster Shoes	怪物鞋	english-on-hold
Equip	Casual_Feet_51	Shark Shoes	鲨鱼鞋	english-on-hold
Equip	Casual_Feet_52	Duck Shoes	鸭子鞋	english-on-hold
Equip	Casual_Feet_6	Red Runners	红色跑鞋	english-on-hold
Equip	Casual_Feet_6	Rose Runners	玫瑰赛跑者	english-on-hold
Equip	Casual_Feet_7	Black Runners	黑色跑鞋	english-on-hold
Equip	Casual_Feet_8	Blue Runners	蓝色跑鞋	english-on-hold
Equip	Casual_Feet_9	Hipster High-Tops	时髦高帮鞋	english-on-hold
Equip	Casual_Feet_9	Hipster Hightops	时髦高帮鞋	english-on-hold
Equip	Casual_Hands_10	Neko Gloves	猫咪手套	english-on-hold
Equip	Casual_Hands_11	Bear Gloves	熊手套	english-on-hold
Equip	Casual_Hands_12	Festive Gloves	节日手套	english-on-hold
Equip	Casual_Hands_13	Red Boxing Gloves	红色拳击手套	english-on-hold
Equip	Casual_Hands_14	Blue Boxing Gloves	蓝色拳击手套	english-on-hold
Equip	Casual_Hands_15	Football Gloves	足球手套	english-on-hold
Equip	Casual_Hands_21	Monster Gloves	怪物手套	english-on-hold
Equip	Casual_Hands_22	Duck Gloves	鸭子手套	english-on-hold
Equip	Casual_Hands_3	Hiking Gloves	登山手套	english-on-hold
Equip	Casual_Hands_4	Leather Gloves	皮手套	english-on-hold
Equip	Casual_Hands_5	Elf Gloves	精灵手套	english-on-hold
Equip	Casual_Hands_8	Bunny Gloves	兔子手套	english-on-hold
Equip	Casual_Hands_9	Dino Gloves	恐龙手套	english-on-hold
Equip	Casual_Head_1	Baseball Cap	棒球帽	english-on-hold
Equip	Casual_Head_10	Blue Cap	蓝色帽	english-on-hold
Equip	Casual_Head_13	Straw Hat	草帽	english-on-hold
Equip	Casual_Head_14	Cowboy Hat	牛仔帽	english-on-hold
Equip	Casual_Head_16	Spring Hat	春天的帽子	english-on-hold
Equip	Casual_Head_17	Ribbon Hat	丝带帽	english-on-hold
Equip	Casual_Head_2	Black Cap	黑色帽	english-on-hold
Equip	Casual_Head_20	Chicky Hat	小鸡帽	english-on-hold
Equip	Casual_Head_21	Scout Hat	斥候帽	english-on-hold
Equip	Casual_Head_23	Banana Hat	香蕉帽	english-on-hold
Equip	Casual_Head_28	Captain Hat	船长帽	english-on-hold
Equip	Casual_Head_29	Sailor Hat	水手帽	english-on-hold
Equip	Casual_Head_30	Science Graduation Cap	科学毕业帽	english-on-hold
Equip	Casual_Head_31	Business Graduation Cap	商业毕业帽	english-on-hold
Equip	Casual_Head_39	Firefighter Hat	消防员帽	english-on-hold
Equip	Casual_Head_39	Fireman Hat	消防员帽	english-on-hold
Equip	Casual_Head_4	Hipster Cap	潮人帽	english-on-hold
Equip	Casual_Head_41	Red Bandit Bandana	红色盗匪头巾	english-on-hold
Equip	Casual_Head_42	Blue Bandit Bandana	蓝色盗匪头巾	english-on-hold
Equip	Casual_Head_46	Royal Crown	皇家王冠	english-on-hold
Equip	Casual_Head_5	Black Beanie	黑色针织帽	english-on-hold
Equip	Casual_Head_6	Blue Beanie	蓝色针织帽	english-on-hold
Equip	Casual_Head_7	Snow Beanie	雪帽	english-on-hold
Equip	Casual_Head_8	Artist Hat	艺术家帽	english-on-hold
Equip	Casual_Legs_1	Duck Pants	鸭子长裤	english-on-hold
Equip	Casual_Legs_10	Monster Pants	怪物长裤	english-on-hold
Equip	Casual_Legs_13	Orange Shorts	橙色短裤	english-on-hold
Equip	Casual_Legs_15	Tuxedo Pants	燕尾服长裤	english-on-hold
Equip	Casual_Legs_18	Brown Cargo Pants	棕色工装长裤	english-on-hold
Equip	Casual_Legs_18	Brown Cargos	棕色工装长裤	english-on-hold
Equip	Casual_Legs_19	Grey Cargo Pants	灰色工装裤	english-on-hold
Equip	Casual_Legs_19	Grey Cargos	灰色工装裤	english-on-hold
Equip	Casual_Legs_2	Black Boxers	黑色拳击手	english-on-hold
Equip	Casual_Legs_20	Black Cargo Pants	黑色工装长裤	english-on-hold
Equip	Casual_Legs_20	Black Cargos	黑色工装长裤	english-on-hold
Equip	Casual_Legs_21	Green Cargo Pants	绿色工装长裤	english-on-hold
Equip	Casual_Legs_21	Green Cargos	绿色工装长裤	english-on-hold
Equip	Casual_Legs_22	Blue Cargo Pants	蓝色工装长裤	english-on-hold
Equip	Casual_Legs_22	Blue Cargos	蓝色工装长裤	english-on-hold
Equip	Casual_Legs_23	White Jeans	白色牛仔裤	english-on-hold
Equip	Casual_Legs_24	Light Jeans	浅色牛仔裤	english-on-hold
Equip	Casual_Legs_25	Navy Jeans	海军蓝牛仔裤	english-on-hold
Equip	Casual_Legs_3	Blue Boxers	蓝色平角内裤	english-on-hold
Equip	Casual_Legs_32	Red Dress	红色连衣裙	english-on-hold
Equip	Casual_Legs_33	Black Dress	黑色连衣裙	english-on-hold
Equip	Casual_Legs_34	Firefighter Pants	消防员长裤	english-on-hold
Equip	Casual_Legs_34	Fireman Pants	消防员长裤	english-on-hold
Equip	Casual_Legs_36	Bandit Pants	盗匪长裤	english-on-hold
Equip	Casual_Legs_37	Royal Pants	皇家长裤	english-on-hold
Equip	Casual_Legs_38	Blue Shorts	蓝色短裤	english-on-hold
Equip	Casual_Legs_40	Bunny Pants	兔子长裤	english-on-hold
Equip	Casual_Legs_41	Dino Pants	恐龙长裤	english-on-hold
Equip	Casual_Legs_42	Bear Pants	熊长裤	english-on-hold
Equip	Casual_Legs_43	Neko Pants	猫咪长裤	english-on-hold
Equip	Casual_Legs_44	Festive Pants	节日长裤	english-on-hold
Equip	Casual_Legs_45	Diver Pants	潜水裤	english-on-hold
Equip	Casual_Legs_47	Shark Pants	鲨鱼裤	english-on-hold
Equip	Casual_Legs_48	Football Pants	足球长裤	english-on-hold
Equip	Casual_Legs_54	Crimson Dress	绯红连衣裙	english-on-hold
Equip	Casual_Legs_54	Red Dress	红色连衣裙	english-on-hold
Equip	Casual_Legs_7	Yellow Boxers	黄色平角内裤	english-on-hold
Equip	Casual_Legs_8	White Shorts	白色短裤	english-on-hold
Equip	Cat Meow	Sparkit	斯帕克特	english-on-hold
Equip	Cat Meow	Sparkit Card	斯帕克特卡片	english-on-hold
Equip	Cat Meow	Sparkit Pet	斯帕基蒂宠物	english-on-hold
Equip	Cat Meow	Sparkitty Pet	斯帕基蒂宠物	english-on-hold
Equip	Centurion Helm	Centurion Helm	百夫长头盔	english-on-hold
Equip	Ceremonial Mask	Ceremonial Mask	礼仪面具	english-on-hold
Equip	Cerulean Scepter	Cerulean Scepter	蔚蓝权杖	english-on-hold
Equip	Chainfrost Staff	Chainfrost Staff	链霜法杖	english-on-hold
Equip	Chains of Binding	Chains of Binding	缚灵锁链	english-on-hold
Equip	Champion Blade	Divine Blade	神圣之刃	english-on-hold
Equip	Chaos Reaver	Chaos Reaver	混沌掠夺者	english-on-hold
Equip	ChatBubble_Angelic	Angelic	天使风格	english-on-hold
Equip	ChatBubble_Demonic	Demonic	恶魔	english-on-hold
Equip	Chest_AcademyF	Academy Female Top	学院女上装	english-on-hold
Equip	Chest_AcademyM	Academy Male Top	学院男上装	english-on-hold
Equip	Chest_Angel_F	Angel Female Top	天使女上装	english-on-hold
Equip	Chest_Angel_M	Angel Male Top	天使男上装	english-on-hold
Equip	Chest_Cuervo_F	Cuervo Female Top	克乌沃女上装	english-on-hold
Equip	Chest_Cuervo_M	Cuervo Male Top	克乌沃男上装	english-on-hold
Equip	Chest_CyberRogue	Cyber Rogue Top	赛博盗贼上装	english-on-hold
Equip	Chest_Demonic_F	Demonic Female Top	恶魔女上装	english-on-hold
Equip	Chest_Demonic_M	Demonic Male Top	恶魔男上装	english-on-hold
Equip	Chest_Easter_F	Easter Female Top	复活节女上装	english-on-hold
Equip	Chest_Easter_M	Easter Male Top	复活节男上装	english-on-hold
Equip	Chest_FireFox	Fire Fox Top	火焰狐狸上装	english-on-hold
Equip	Chest_Gladys	Gladys Top	格拉迪斯上装	english-on-hold
Equip	Chest_GS	Gunslinger Top	神枪手上衣	english-on-hold
Equip	Chest_IceFox	Ice Fox Top	冰霜狐狸上装	english-on-hold
Equip	Chest_Priest_F	Priest Female Top	牧师女上装	english-on-hold
Equip	Chest_Priest_M	Priest Male Top	牧师男上装	english-on-hold
Equip	Chest_Shinobi	Shinobi Top	忍者上装	english-on-hold
Equip	Chest_SpiritValer	Spirit Valer Top	灵谷勇士上装	english-on-hold
Equip	Chest_SukebanF	Sukeban Female Top	不良风女式上装	english-on-hold
Equip	Chest_SukebanM	Sukeban Male Top	不良风男式上装	english-on-hold
Equip	Chest_Transparent	Transparent Top	透明上装	english-on-hold
Equip	Chest_Urban	Urban Top	都市上装	english-on-hold
Equip	Chest_WhiteCatHoodie	White Cat Hoodie	白色猫连帽衫	english-on-hold
Equip	Chest_Wizard_F	Wizard Female Top	巫师女上装	english-on-hold
Equip	Chest_Wizard_M	Wizard Male Top	巫师男上装	english-on-hold
Equip	Chick	Chick	小鸡	english-on-hold
Equip	Chick	Chick Card	小鸡卡片	english-on-hold
Equip	Chick	Chick Pet	啾啾小鸡宠物	english-on-hold
Equip	Chick	Peep Pet	啾啾小鸡宠物	english-on-hold
Equip	Chicky Hood	Chicky Hood	小鸡兜帽	english-on-hold
Equip	Chirpy Hat	Chirpy Hat	啾啾帽	english-on-hold
Equip	Chompy Hood	Chompy Hood	咬咬兜帽	english-on-hold
Equip	ClericChest	Cleric Chest	祭司胸甲	english-on-hold
Equip	ClericFeet	Cleric Shoes	祭司鞋	english-on-hold
Equip	ClericLegs	Cleric Legs	祭司护腿	english-on-hold
Equip	Cloud Loop	Cloud Loop	云环	english-on-hold
Equip	Cloud Mount	Flying Nimbus	飞云	english-on-hold
Equip	Codex	Tome	典籍	english-on-hold
Equip	Codex Binding Light	Grimoire of Binding Light	缚光魔典	english-on-hold
Equip	Codex First Hymn	Tome of the First Hymn	初颂典籍	english-on-hold
Equip	Codex of Revelation	Codex of Revelation	启示录法典	english-on-hold
Equip	Codex Umbra	Codex Umbra	翁布拉法典	english-on-hold
Equip	Codex Vitae	Codex Vitae	维泰法典	english-on-hold
Equip	Combat Knife	Combat Knife	战斗刀	english-on-hold
Equip	Cotton Mask	Cotton Mask	棉布口罩	english-on-hold
Equip	Crimson Crest	Crimson Crest	绯红徽记	english-on-hold
Equip	Crimson Plume	Crimson Plume	深红羽翎	english-on-hold
Equip	Crown of Spikes	Crown of Spikes	尖刺王冠	english-on-hold
Equip	Crusader Staff	Radiant Scepter	光辉权杖	english-on-hold
Equip	Crusader Sword	Oathbreaker	背誓者	english-on-hold
Equip	Crystal Cache	Crystal Cache	水晶秘藏	english-on-hold
Equip	Crystal Slammer	Crystal Slammer	水晶猛击者	english-on-hold
Equip	Crystal Wings	Crystal Wings	水晶羽翼	english-on-hold
Equip	Curse Tag	Curse Tag	诅咒铭牌	english-on-hold
Equip	Cursed Grimoire	Cursed Grimoire	诅咒魔典	english-on-hold
Equip	Cyclops Minion	Cyclopling	独眼幼体	english-on-hold
Equip	Cyclops Minion	Cyclopling Card	独眼幼体卡片	english-on-hold
Equip	Cyclops Minion	Cyclopling Pet	冰霜独眼怪宠物	english-on-hold
Equip	Cyclops Minion	Frostclops Pet	冰霜独眼怪宠物	english-on-hold
Equip	Daggers	Daggers	双匕首	english-on-hold
Equip	Daggers	Twin Daggers	双匕首	english-on-hold
Equip	Darkfeather Wings	Darkfeather Wings	黑羽之翼	english-on-hold
Equip	Darkhide Gloves	Darkhide Gloves	黑皮手套	english-on-hold
Equip	Dawn Prayer	Dawn Prayer	黎明祈祷	english-on-hold
Equip	Dawnstar	Dawnstar	晨星	english-on-hold
Equip	Daybreak	Daybreak	黎明	english-on-hold
Equip	Death	Deathling Pet	死灵幼体宠物	english-on-hold
Equip	Death	Wight	尸妖	english-on-hold
Equip	Death	Wight Card	尸妖卡片	english-on-hold
Equip	Death	Wight Pet	死灵幼体宠物	english-on-hold
Equip	Demon Cat	Cheshire Cat	恶魔猫兜帽	english-on-hold
Equip	Demon Cat	Demon Cat Hood	恶魔猫兜帽	english-on-hold
Equip	Demon Hood	Demon Hood	恶魔兜帽	english-on-hold
Equip	Destruction Staff	Destruction Staff	毁灭法杖	english-on-hold
Equip	Dino Cub Backpack	Dino Cub Backpack	恐龙幼崽背包	english-on-hold
Equip	DiscipleArmlets	Disciple's Bracers	门徒护腕	english-on-hold
Equip	DiscipleChest	Disciple's Manteau	门徒斗篷	english-on-hold
Equip	DiscipleFeet	Disciple's Shoes	门徒鞋	english-on-hold
Equip	DiscipleHelm	Disciple's Visage	门徒面容	english-on-hold
Equip	DiscipleLegs	Disciple's Wraps	门徒裹布	english-on-hold
Equip	Discipline Band	Discipline Band	纪律面具	english-on-hold
Equip	Discipline Band	Discipline Mask	纪律面具	english-on-hold
Equip	Dog Pup	Hot Dog Pet	热狗宠物	english-on-hold
Equip	Dog Pup	Pup	小狗	english-on-hold
Equip	Dog Pup	Pup Card	小狗卡片	english-on-hold
Equip	Dog Pup	Pup Pet	热狗宠物	english-on-hold
Equip	Doom Crescent	Doom Crescent	末日新月	english-on-hold
Equip	Doom Crown	Doom Crown	厄运王冠	english-on-hold
Equip	Doom Keg	Doom Keg	厄运酒桶	english-on-hold
Equip	Double Ravenbeak	Double Ravenbeak	双乌喙	english-on-hold
Equip	Dragon Blizzard	Frost Wyvern	冰霜飞龙	english-on-hold
Equip	Dragon Blizzard	Frost Wyvern Card	冰霜飞龙卡片	english-on-hold
Equip	Dragon Blizzard	Frost Wyvern Mount	雪龙坐骑	english-on-hold
Equip	Dragon Blizzard	Snowwyrm Mount	雪龙坐骑	english-on-hold
Equip	Dragon Darkness	Noctwyrm Mount	夜龙坐骑	english-on-hold
Equip	Dragon Darkness	Shadow Wyvern	暗影飞龙	english-on-hold
Equip	Dragon Darkness	Shadow Wyvern Card	暗影飞龙卡片	english-on-hold
Equip	Dragon Darkness	Shadow Wyvern Mount	夜龙坐骑	english-on-hold
Equip	Dragon Dusk	Dusk Drake	黄昏幼龙	english-on-hold
Equip	Dragon Dusk	Dusk Drake Card	黄昏幼龙卡片	english-on-hold
Equip	Dragon Dusk	Dusk Drake Pet	暮光巨龙宠物	english-on-hold
Equip	Dragon Dusk	Twilight Wyrm Pet	暮光巨龙宠物	english-on-hold
Equip	Dragon Hood	Dragon Hood	巨龙兜帽	english-on-hold
Equip	Dragon Inferno	Hellwyrm Mount	狱龙坐骑	english-on-hold
Equip	Dragon Inferno	Inferno Wyvern	地狱飞龙	english-on-hold
Equip	Dragon Inferno	Inferno Wyvern Card	地狱飞龙卡片	english-on-hold
Equip	Dragon Inferno	Inferno Wyvern Mount	狱龙坐骑	english-on-hold
Equip	Dragon Spark	Spark Drake	火花幼龙	english-on-hold
Equip	Dragon Spark	Spark Drake Card	火花幼龙卡片	english-on-hold
Equip	Dragon Spark	Spark Drake Pet	火花幼龙宠物	english-on-hold
Equip	Dragon Water	Aqua Drake	碧水幼龙	english-on-hold
Equip	Dragon Water	Aqua Drake Card	碧水幼龙卡片	english-on-hold
Equip	Dragon Water	Aqua Drake Pet	水坑幼龙宠物	english-on-hold
Equip	Dragon Water	Puddle Drake Pet	水坑幼龙宠物	english-on-hold
Equip	Dragonfly Darner	Kadregan Pet	卡德雷根宠物	english-on-hold
Equip	Dragonfly Darner	Skimmer	掠水蜓	english-on-hold
Equip	Dragonfly Darner	Skimmer Card	掠水蜓卡片	english-on-hold
Equip	Dragonfly Darner	Skimmer Pet	卡德雷根宠物	english-on-hold
Equip	Dragonic Spear	Dragonic Spear	龙之矛	english-on-hold
Equip	Dragonspire Helm	Dragonspire Helm	龙塔头盔	english-on-hold
Equip	Drooping Bat	Drooping Bat	下垂的蝙蝠	english-on-hold
Equip	Drooping Burrow	Drooping Burrow	困倦鼹窝	english-on-hold
Equip	Drooping Cat	Drooping Cat	垂耳猫	english-on-hold
Equip	Drooping Flora	Drooping Flora	下垂的植物	english-on-hold
Equip	Drooping Pup	Drooping Pup	下垂的小狗	english-on-hold
Equip	Dualblade Sheath	Dualblade Sheath	双刃护套	english-on-hold
Equip	Duskfang	Duskfang	暮牙	english-on-hold
Equip	Dustweaver Hat	Dustweaver Hat	织尘帽	english-on-hold
Equip	Earring_AquaBeads	Aqua Beads	水珠	english-on-hold
Equip	Earring_CrystalEarring	Crystal Earrings	霜水晶耳环	english-on-hold
Equip	Earring_CrystalEarring	Frost Crystal Earrings	霜水晶耳环	english-on-hold
Equip	Earring_Demonic	Demonic Earring	恶魔耳环	english-on-hold
Equip	Earring_Earbuds	Earbuds	耳塞	english-on-hold
Equip	Earring_FeatherBeads	Feather Beads	羽毛珠	english-on-hold
Equip	Earring_MoonlitCrystal	Moonlit Crystal	月光碎片	english-on-hold
Equip	Earring_MoonlitCrystal	Moonlit Shards	月光碎片	english-on-hold
Equip	Earring_ObsidianHeart	Obsidian Heart	黑曜石心	english-on-hold
Equip	Earring_PearlHeart	Pearl Heart	珍珠之心	english-on-hold
Equip	Earring_Puddles	Puddle Drops	水滴耳坠	english-on-hold
Equip	Earring_Puddles	Puddles	水滴耳坠	english-on-hold
Equip	Earring_SeasilkPearl	Seasilk Pearl	海丝珍珠	english-on-hold
Equip	Earring_SunSigial	Sun Sigial	太阳印记	english-on-hold
Equip	Earring_SunSigial	Sun Sigil	太阳印记	english-on-hold
Equip	Earring_SylvanSprout	Sylvan Sprout	森林新芽	english-on-hold
Equip	Earth Shaker	Earth Shaker	撼地者	english-on-hold
Equip	Earth Shield	Obsidian Bulwark	黑曜石壁垒	english-on-hold
Equip	Eclipse Kunai	Eclipse Kunai	日蚀苦无	english-on-hold
Equip	Edge of Twilight	Edge of Twilight	暮光边缘	english-on-hold
Equip	Elixir Gourd	Elixir Gourd	灵药葫芦	english-on-hold
Equip	Emberhide Helm	Emberhide Helm	烬皮头盔	english-on-hold
Equip	Embershard	Embershard	余烬碎片	english-on-hold
Equip	Emerald Crown	Emerald Crown	翡翠皇冠	english-on-hold
Equip	Emote_Crown	Crown Emote	王冠表情	english-on-hold
Equip	Emote_Flair	Flair Emote	天赋表情	english-on-hold
Equip	Emote_Salsa	Salsa Emote	萨尔萨表情	english-on-hold
Equip	Emote_Samba	Samba Emote	桑巴表情	english-on-hold
Equip	Emote_Twerk	Twerk Emote	电臀舞表情	english-on-hold
Equip	Energy Sword Blue	Prism Blade	棱镜之刃	english-on-hold
Equip	Energy Sword Purple	Umbral Blade	幽影之刃	english-on-hold
Equip	Energy Sword Yellow	Chromatic Blade	虹彩之刃	english-on-hold
Equip	Everfrost Staff	Everfrost Staff	永霜法杖	english-on-hold
Equip	Executioner Axe	Executioner Axe	刽子手斧	english-on-hold
Equip	Exorcist Bible	Exorcist Bible	驱魔圣经	english-on-hold
Equip	Exorcist Staff	Exorcist Staff	驱魔法杖	english-on-hold
Equip	Eye of Vigil	Eye of Vigil	守夜之眼	english-on-hold
Equip	Eye_Demonic_F	Demonic Female Eye	恶魔女之眼	english-on-hold
Equip	Eye_Demonic_M	Demonic Male Eye	恶魔男之眼	english-on-hold
Equip	Eyeball Bat Red	Ruby Eyewing Pet	红宝石眼翼宠物	english-on-hold
Equip	Eyeball Bat Red	Ruby Gazer	红宝石凝视者	english-on-hold
Equip	Eyeball Bat Red	Ruby Gazer Card	红宝石凝视者卡片	english-on-hold
Equip	Eyeball Bat Red	Ruby Gazer Pet	红宝石眼翼宠物	english-on-hold
Equip	Eyepatch	Eyepatch	眼罩	english-on-hold
Equip	Eyewear_Cuervo_F	Cuervo Female Eyewear	克乌沃女式眼镜	english-on-hold
Equip	Eyewear_Cuervo_M	Cuervo Male Eyewear	克乌沃男式眼镜	english-on-hold
Equip	Eyewear_CyberRogue	Cyber Rogue Eyewear	网络盗贼眼镜	english-on-hold
Equip	Face_CrystalEars	Crystal Ears	冰霜水晶耳朵	english-on-hold
Equip	Face_CrystalEars	Frost Crystal Ears	冰霜水晶耳朵	english-on-hold
Equip	Face_DeathMage	Archon's Veil	执政官面纱	english-on-hold
Equip	Face_DeathMage	Death Mage Mask	执政官面纱	english-on-hold
Equip	Face_Goggles	Goggles	回旋护目镜	english-on-hold
Equip	Face_Goggles	Round Goggles	回旋护目镜	english-on-hold
Equip	Face_KitsuneMask	Kitsune Mask	狐面具	english-on-hold
Equip	Face_OniMask	Oni Mask	鬼面具	english-on-hold
Equip	Falcon Band	Falcon Band	猎鹰发带	english-on-hold
Equip	Falcon Hood	Falcon Hood	猎鹰兜帽	english-on-hold
Equip	Fang Clip	Fang Clip	獠牙发夹	english-on-hold
Equip	Fang of the Moon	Fang of the Moon	月之牙	english-on-hold
Equip	Feathered Crown	Feathered Crown	玉羽王冠	english-on-hold
Equip	Feathered Crown	Jadefeather Crown	玉羽王冠	english-on-hold
Equip	Feathered Scout Hat	Feathered Scout Hat	羽饰斥候帽	english-on-hold
Equip	Feet_Academy	Academy Shoes	学院鞋	english-on-hold
Equip	Feet_Agi	Speed Shoes	迅捷鞋	english-on-hold
Equip	Feet_Angel	Angel Shoes	天使鞋	english-on-hold
Equip	Feet_Cuervo	Cuervo Shoes	克乌沃鞋	english-on-hold
Equip	Feet_CyberRogue	Cyber Rogue Shoes	赛博盗贼鞋	english-on-hold
Equip	Feet_Demonic_F	Demonic Female Shoes	恶魔女鞋	english-on-hold
Equip	Feet_Demonic_M	Demonic Male Shoes	恶魔男鞋	english-on-hold
Equip	Feet_Dex	Precision Shoes	精准鞋	english-on-hold
Equip	Feet_Easter_F	Easter Female Shoes	复活节女鞋	english-on-hold
Equip	Feet_Easter_M	Easter Male Shoes	复活节男鞋	english-on-hold
Equip	Feet_FireFox	Fire Fox Shoes	火焰狐狸鞋	english-on-hold
Equip	Feet_Gladys	Gladys Shoes	格拉迪斯鞋	english-on-hold
Equip	Feet_GS	Gunslinger Shoes	神枪手鞋	english-on-hold
Equip	Feet_IceFox	Ice Fox Shoes	冰霜狐狸鞋	english-on-hold
Equip	Feet_Int	Mind Shoes	心灵鞋	english-on-hold
Equip	Feet_Luk	Fate Shoes	命运鞋	english-on-hold
Equip	Feet_Priest_F	Priest Female Shoes	牧师女鞋	english-on-hold
Equip	Feet_Priest_M	Priest Male Shoes	牧师男鞋	english-on-hold
Equip	Feet_Shinobi	Shinobi Shoes	忍者鞋	english-on-hold
Equip	Feet_SpiritValer	Spirit Valer Shoes	灵谷勇士鞋	english-on-hold
Equip	Feet_Str	Power Shoes	力量鞋	english-on-hold
Equip	Feet_SukebanF	Sukeban Female Shoes	不良风女式鞋	english-on-hold
Equip	Feet_SukebanM	Sukeban Male Shoes	不良风男式鞋	english-on-hold
Equip	Feet_SukebanM	Sukeban Shoes	不良风男式鞋	english-on-hold
Equip	Feet_Transparent	Transparent Shoes	透明鞋	english-on-hold
Equip	Feet_Urban	Urban Shoes	都市鞋	english-on-hold
Equip	Feet_Vit	Endurance Shoes	坚韧鞋	english-on-hold
Equip	Feet_WhiteCatHoodie	White Cat Shoes	白色猫鞋	english-on-hold
Equip	Feet_Wizard_F	Wizard Female Shoes	巫师女鞋	english-on-hold
Equip	Feet_Wizard_M	Wizard Male Shoes	巫师男鞋	english-on-hold
Equip	Ferncloak	Ferncloak	蕨斗篷	english-on-hold
Equip	Festival Cap	Festival Cap	灯笼帽	english-on-hold
Equip	Festival Cap	Lantern Cap	灯笼帽	english-on-hold
Equip	Festival Rockets	Festival Firecrackers	节日鞭炮	english-on-hold
Equip	Festival Rockets	Festival Rockets	节日鞭炮	english-on-hold
Equip	Festival Turtle Cap	Festival Turtle Cap	幸运乌龟帽	english-on-hold
Equip	Festival Turtle Cap	Lucky Turtle Cap	幸运乌龟帽	english-on-hold
Equip	Festive Gift Box	Festive Gift Box	丝带礼品盒	english-on-hold
Equip	Festive Gift Box	Ribboned Gift Box	丝带礼品盒	english-on-hold
Equip	Fire Shield	Molten Core Heater	熔芯护盾	english-on-hold
Equip	Fish Man Pink	Roseate Finfolk Pet	玫红鱼人宠物	english-on-hold
Equip	Fish Man Pink	Roseate Merling	玫红鱼人	english-on-hold
Equip	Fish Man Pink	Roseate Merling Card	玫红鱼人卡片	english-on-hold
Equip	Fish Man Pink	Roseate Merling Pet	玫红鱼人宠物	english-on-hold
Equip	Flame	Blaze	烈焰	english-on-hold
